Bilhetes,Status_Geral,Área Resp. Operação,Obs. Operação,Setor,Ponto de venda,Código Iata
4476092027,Pendente de Lançamento (Não Consta),Guilherme Silva,,Operação,São Paulo,57-97157-2
4476092028,Pendente de Lançamento (Não Consta),Guilherme Silva,,Operação,São Paulo,57-97157-2
4476092925,Pendente de Lançamento (Não Consta),Guilherme Silva,,Operação,São Paulo,57-97157-2
4476092926,Pendente de Lançamento (Não Consta),Guilherme Silva,,Operação,São Paulo,57-97157-2
1948672822,Emitido e Lançado,Ivanete Bertasol,,Operação,Curitiba,57-97223-5
1948672823,Emitido e Lançado,Ivanete Bertasol,,Operação,Curitiba,57-97223-5
2204472050,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,Curitiba,57-97223-5
2204513556,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,Curitiba,57-97223-5
2301383583,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,Curitiba,57-97223-5
1948672827,Emitido e Lançado,Ivanete Bertasol,,Operação,Curitiba,57-97223-5
4477142137,Emitido e Lançado,Ivanete Bertasol,,Operação,Curitiba,57-97223-5
4477191672,Emitido e Lançado,Ivanete Bertasol,,Operação,Curitiba,57-97223-5
4478138317,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,Curitiba,57-97223-5
2204071344,Pendente de Lançamento (Não Consta),Rogério Penha,,Operação,Matriz (Barueri),57-97257-4
3996295176,Pendente de Lançamento (Não Consta),Rogério Penha,,Operação,Matriz (Barueri),57-97257-4
2300646644,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,São Paulo,57-97916-5
1957926451,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2200115107,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2204455406,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2300678534,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996259409,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996259410,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996306991,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996306992,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996307005,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996307007,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996307008,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504477,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504478,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504479,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504480,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504481,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504482,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504483,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504484,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504485,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504486,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504487,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504488,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232504547,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232589582,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232589625,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
5232589627,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
1957922253,Emitido e Lançado,Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
4477997733,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-97926-1
2204479339,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-97926-1
2300601904,Emitido e Lançado,Rosangela Pallu,,Operação,Curitiba,57-97926-1
2953228126,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
2253137436,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-57044-6
2301549299,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-50134-5
2301781034,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Matriz (Barueri),57-51159-1
4478195392,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Matriz (Barueri),57-51159-1
2301609930,Pendente de Lançamento (Não Consta),Keli Santi,,Operação,Porto Alegre,57-51823-0
3996359374,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
2301764115,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
2301771214,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
2301781084,Pendente de Lançamento (Não Consta),Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
3996359376,Emitido e Lançado,Central de Eventos,,Central de Eventos,São Paulo,57-51829-6
5232597639,Pendente de Lançamento (Não Consta),Keli Santi,,Operação,Porto Alegre,57-53486-4
5232435809,Emitido e Lançado,Keli Santi,,Operação,Porto Alegre,57-53489-0
2615527185,Emitido e Lançado,Keli Santi,,Operação,Porto Alegre,57-53489-0
2301539907,Emitido e Lançado,Keli Santi,,Operação,Porto Alegre,57-53489-0
3996340500,Pendente de Lançamento (Não Consta),Jaime Schnaider,,Unique,São Paulo,57-53501-5
2301619102,Pendente de Lançamento (Não Consta),Jaime Schnaider,,Unique,São Paulo,57-53501-5
3996340478,Emitido e Lançado,Jaime Schnaider,,Unique,São Paulo,57-53501-5
2301794676,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-53504-1
4478283439,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-53504-1
4478207196,Emitido e Lançado,Rosangela Pallu,,Operação,São Paulo,57-53512-2
4478208572,Emitido e Lançado,Rosangela Pallu,,Operação,São Paulo,57-53512-2
4478236455,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-53545-0
4478212278,Pendente de Lançamento (Não Consta),Keli Santi,,Operação,Porto Alegre,57-54395-3
2301620533,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-54714-0
5232513728,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
2301576116,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
2301576879,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
2301591791,Emitido e Lançado,Rosangela Pallu,,Operação,Curitiba,57-55772-1
2301593968,Emitido e Lançado,Rosangela Pallu,,Operação,Curitiba,57-55772-1
4478209219,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
4478209220,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
5232513729,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55772-1
5232460462,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-55903-6
3996273440,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-55903-6
3996317588,Pendente de Lançamento (Não Consta),Rosangela Pallu,,Operação,Curitiba,57-55956-3
2301526156,Emitido e Lançado,Rosangela Pallu,,Operação,Curitiba,57-55956-3
2301795452,Pendente de Lançamento (Não Consta),Keli Santi,,Operação,São Paulo,57-56042-5
2301796638,Pendente de Lançamento (Não Consta),Keli Santi,,Operação,São Paulo,57-56042-5
2301711840,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56138-3
2301712307,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56138-3
2301777019,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56138-3
5232264424,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,São Paulo,57-56139-4
2301565481,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,São Paulo,57-56139-4
4478200355,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,São Paulo,57-56139-4
4478200356,Pendente de Lançamento (Não Consta),Ivanete Bertasol,,Operação,São Paulo,57-56139-4
4478263068,Emitido e Lançado,Ivanete Bertasol,,Operação,São Paulo,57-56139-4
5232472687,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
5232472688,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
3996305482,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2615326460,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2615326462,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2615326464,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2615326465,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2301528743,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256089,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256090,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256091,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256092,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256093,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
4478256094,Emitido e Lançado,Marcelo Pereira,,Operação,Rio de Janeiro,57-56170-0
2301602646,Emitido e Lançado,Central de Eventos,,Central de Eventos,São Paulo,57-56513-0
2301720673,Pendente de Lançamento (Não Consta),Marcelo Pereira,,Operação,Rio de Janeiro,57-64486-0
3996342891,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,Matriz (Barueri),57-75220-3
3996342893,Emitido e Lançado,João Paulo Sousa,,Operação,Matriz (Barueri),57-75220-3
3996342910,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,Matriz (Barueri),57-75220-3
1957915556,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617918,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617917,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617920,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617922,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617919,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617921,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
1957915557,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
2301776497,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617916,Pendente de Lançamento (Não Consta),João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617923,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
5232617924,Emitido e Lançado,João Paulo Sousa,,Operação,São Paulo,57-97101-2
2301625715,Pendente de Lançamento (Não Consta),Guilherme Silva,,Operação,São Paulo,57-97157-2
3996307010,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
3996307012,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
1957926452,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
1957926453,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2301757435,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2301764409,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
2301764718,Pendente de Lançamento (Não Consta),Fabiano Souza,,Concierge/Lazer,São Paulo,57-97922-4
QRZEBM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ONLWIP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JJHVEH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WBIWVY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AYIHJM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GJTSPH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GMMEPK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LDKWSG,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
DCWNUU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JETHBY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JVYSTB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GFKJTS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ARCAPA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JLURHY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KIJXON,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LVQOXB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IPFLCF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ARHZYU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SHKYNK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OKSQRJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DEOADU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YRJMBK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DHIZDN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LIWWUE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FSLWZK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GNMVIU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NCFEDJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LHEOCN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CKQZQU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
WXBVDP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KWBMSI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AHAWFS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ITRRTX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NCFDIR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AXSPST,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SYKLOP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KAEGTI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KRPYVI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UGUXVS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FHNZNZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SEFVPB,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
NAQPWJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WZSQDI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MLBSQT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EJDKXY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HUSQZB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OXHKNM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UJGPRF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HWNGXK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LOIZIS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YSTUBS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OYAODD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GKTALS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
COACYB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GPFEMT,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
OKDFWF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LWWCML,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CLVJLK,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
GOEXVI,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
KNYZFG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EYSZCI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WYUSVN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KRQXZP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AFILSI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GTFVAO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EPXMIE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DHZZDX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NUQKYV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HNGIYT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EOUFOK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FOPGUR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GHVJZX,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
JZAOOM,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
AGRWFE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OACWFS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DPQKHA,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
ESGBDB,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
HBNHSX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CPUYPW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IZUKHQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AOTDQS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SJCKEA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FEOFII,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HDAYOC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HDBBRL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FGBZSU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WZNDDV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UPEJPJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HAKXKK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IMRLKT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QQAFXW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MENNEX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NKFMAI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MEYFFJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ILGRVG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QPNALR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KVVLJN,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
USYUHF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UNEKGH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OEFSDU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MWAVUD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
URYZZI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MRLMUU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
ULSCPG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CEJLVM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IOAYQG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FOWWJA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SZIIMF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OCIQXR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HNPTAW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NLXMKD,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
HINLCV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HDOFGD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SGPONH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SZUAFO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MCWNAJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AOFEKS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KWAHOR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QYSAHU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LHIEPW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QWWFTN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KHBGZX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QULPPB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MXGNID,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
QQFQSF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
APQLYD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KXIVGE,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
LACUPY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DJLAUA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DLZOSO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CYMSBF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YRCVRN,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
SMGXCI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UEMIFW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NSZBYH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MHSGWH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ECJXVK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQZXYB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HJMBHM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MNTMFT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GZINAF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CPHQYA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WPZNHP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KGCAJH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SEYJNY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SGTCLC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YJFQXJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
